"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"67","a","a","GO:0001822","kidney development","45/1064","275/23239",9.57614081089157e-14,7.26929136779023e-12,5.36203705420543e-12,"16869/21410/14634/14048/108000/18128/228357/16449/12125/58198/56198/20474/231470/18993/14234/83557/14165/12159/13838/18510/55994/71805/14260/13642/18654/17260/218772/15902/243931/11600/107587/11504/18552/18186/269152/93840/19126/14182/73230/24063/18131/23967/17300/14734/15229",45
"68","a","a","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","18/1064","43/23239",1.39397615172265e-13,1.04261216289138e-11,7.69060527049464e-12,"11799/67141/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",18
"69","a","a","GO:0006323","DNA packaging","34/1064","167/23239",1.70729711843814e-13,1.25845118034441e-11,9.28269554555842e-12,"27221/66929/54392/12534/21973/66336/67849/15201/108907/14211/59001/12615/70099/215387/78658/68298/20937/268697/76044/381280/230936/56086/319156/70645/57741/17216/110749/50927/20586/20588/18148/53605/15289/15364",34
"70","a","a","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","20/1064","56/23239",2.24776004748548e-13,1.63315822878731e-11,1.20466418184034e-11,"23834/11799/67141/20877/74335/19357/67052/52563/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",20
"71","a","a","GO:0051985","negative regulation of chromosome segregation","19/1064","50/23239",2.41057089801536e-13,1.72678360384593e-11,1.2737249341033e-11,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"72","a","a","GO:0000910","cytokinesis","32/1064","151/23239",2.75429330289575e-13,1.94560218590664e-11,1.4351317736141e-11,"19348/23834/11799/52679/20877/26934/50850/16319/240641/74107/227937/108907/20878/13605/12615/12704/18817/71819/16571/68743/80986/233406/12190/381293/18226/108961/239336/77579/24050/16569/16765/235072",32
"73","a","a","GO:0010833","telomere maintenance via telomere lengthening","23/1064","77/23239",2.84838624494651e-13,1.98450581394492e-11,1.46382820144043e-11,"68275/19360/20877/22596/18005/98956/19361/19891/245474/208084/216853/56351/12462/53379/15519/12465/70640/74493/12469/12466/12461/21454/219150",23
"74","a","a","GO:0051310","metaphase plate congression","20/1064","57/23239",3.31484576502724e-13,2.27828453526061e-11,1.68052778187156e-11,"54141/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",20
"75","a","a","GO:0072073","kidney epithelium development","31/1064","143/23239",3.40344863912391e-13,2.3079919704779e-11,1.70244083506493e-11,"16869/21410/14634/14048/18128/16449/58198/56198/20474/18993/14234/12159/13838/18510/55994/71805/14260/13642/18654/17260/218772/243931/269152/19126/14182/73230/24063/23967/17300/14734/15229",31
"76","a","a","GO:1901992","positive regulation of mitotic cell cycle phase transition","23/1064","78/23239",3.86636410826927e-13,2.58741155982336e-11,1.90854870940051e-11,"12544/13205/68612/27214/11799/67141/12534/67849/12545/12530/76843/108911/268697/12532/229841/50875/12443/14165/105837/67628/19684/11792/11504",23
"77","a","a","GO:2001251","negative regulation of chromosome organization","31/1064","145/23239",5.05156946902251e-13,3.33666004148682e-11,2.46121580144856e-11,"13433/12189/11799/67141/19360/30939/20877/21973/74335/19357/70472/67052/22596/98956/12235/20460/56150/18817/22137/214444/12236/208084/268697/229841/12237/70385/57741/17216/105837/70640/74493",31
"78","a","a","GO:0140013","meiotic nuclear division","34/1064","174/23239",5.92113517380822e-13,3.86088378128059e-11,2.84789821315149e-11,"107995/67141/30939/21973/64707/66977/67121/228421/19361/12235/20878/12448/14211/72787/19891/12144/18817/12316/211651/237911/70099/215387/78658/60530/22137/268465/12236/12190/105988/12447/12317/230861/21974/235559",34
"79","a","a","GO:0070507","regulation of microtubule cytoskeleton organization","36/1064","194/23239",6.2844714799531e-13,4.04592682873943e-11,2.98439125310498e-11,"54141/16551/66140/74335/219114/212307/13006/20873/18005/228421/72119/20460/15505/18817/66468/21335/80986/214444/18226/22153/56742/12449/19385/103573/18472/13589/16765/14228/12649/24061/18148/76686/260315/208177/13640/20393",36
"80","a","a","GO:2000573","positive regulation of DNA biosynthetic process","22/1064","73/23239",7.64868443376169e-13,4.84231142773616e-11,3.57182729235086e-11,"20877/22596/18005/72151/245474/216853/56351/11991/12462/53379/53817/15519/12465/106344/12469/12466/12461/18148/21454/219150/64074/15234",22
"81","a","a","GO:0051784","negative regulation of nuclear division","21/1064","66/23239",7.71189983575755e-13,4.84231142773616e-11,3.57182729235086e-11,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/12159/105837/12649",21
"82","a","a","GO:0031577","spindle checkpoint","17/1064","41/23239",8.06659065071909e-13,5.00325366458016e-11,3.6905428856435e-11,"11799/20877/74335/67052/12235/20878/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",17
"83","a","a","GO:2000278","regulation of DNA biosynthetic process","27/1064","114/23239",1.21351567210832e-12,7.43607314258185e-11,5.48506005757015e-11,"20877/22596/18005/98956/72151/245474/21781/208084/216853/56351/11991/12462/53379/53817/15519/12465/106344/70640/12469/12466/12649/12461/18148/21454/219150/64074/15234",27
"84","a","a","GO:0051303","establishment of chromosome localization","22/1064","75/23239",1.41121454727808e-12,8.54456808030517e-11,6.30271760212919e-11,"54141/11799/67203/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",22
"85","a","a","GO:0010639","negative regulation of organelle organization","53/1064","391/23239",1.49995251432026e-12,8.97500998568572e-11,6.62022385267792e-11,"13433/12189/11799/67141/19360/30939/20877/21973/74335/19357/70472/268970/67052/22596/18005/98956/12235/20460/56150/18817/80986/22137/214444/12236/208084/268697/229841/50875/22153/12237/74374/70385/12449/57741/17216/12159/105837/70640/74493/13589/16765/14228/19684/12649/18148/76686/260315/15234/50876/22003/208177/56320/20393",53
"86","a","a","GO:0050000","chromosome localization","22/1064","76/23239",1.90112620814437e-12,1.1243171970491e-10,8.29328495205206e-11,"54141/11799/67203/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",22
"87","a","a","GO:0006275","regulation of DNA replication","26/1064","108/23239",2.11280851628105e-12,1.23514300158683e-10,9.11076775804676e-11,"27214/57441/237877/67141/12534/52679/71988/13006/18538/12428/12545/72151/12144/226409/327762/12190/108961/77011/17688/14165/106344/98415/319651/24061/18148/14182",26
"88","a","a","GO:0006278","RNA-dependent DNA biosynthetic process","20/1064","63/23239",2.84328107468919e-12,1.62482331976058e-10,1.19851611474775e-10,"68275/19360/20877/22596/18005/98956/19891/245474/208084/216853/56351/12462/15519/12465/70640/12469/12466/12461/21454/219150",20
"89","a","a","GO:0007004","telomere maintenance via telomerase","20/1064","63/23239",2.84328107468919e-12,1.62482331976058e-10,1.19851611474775e-10,"68275/19360/20877/22596/18005/98956/19891/245474/208084/216853/56351/12462/15519/12465/70640/12469/12466/12461/21454/219150",20
"90","a","a","GO:0071174","mitotic spindle checkpoint","16/1064","39/23239",4.6572692601039e-12,2.63187460632094e-10,1.9413459231591e-10,"11799/20877/74335/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",16
"91","a","a","GO:0010389","regulation of G2/M transition of mitotic cell cycle","22/1064","80/23239",5.94927847658965e-12,3.32505827823461e-10,2.45265800931932e-10,"12189/23834/67141/12534/19357/14199/108000/12545/17193/12144/12530/76843/108911/268697/381293/269582/12532/77011/12443/17688/12649/235559",22
"92","a","a","GO:0022613","ribonucleoprotein complex biogenesis","54/1064","420/23239",7.54933934786708e-12,4.17347173078826e-10,3.07847201782589e-10,"13205/103136/70683/56200/72068/56095/217869/67832/29806/98956/50911/74035/245474/67276/67678/225348/104662/20937/227715/72515/67936/217995/432508/24015/56351/57741/68879/20641/55944/27041/53817/103573/192159/15519/13669/27993/17975/67134/69639/56195/23881/19384/75593/66165/110816/19656/320790/226432/18148/72462/100503670/214572/320632/231464",54
"93","a","a","GO:0000281","mitotic cytokinesis","22/1064","81/23239",7.81810550923668e-12,4.27557899139546e-10,3.15378925126424e-10,"19348/11799/26934/50850/16319/240641/74107/108907/13605/12615/12704/18817/71819/16571/68743/80986/12190/18226/77579/24050/16765/235072",22
"94","a","a","GO:0008608","attachment of spindle microtubules to kinetochore","14/1064","30/23239",1.1966495924591e-11,6.40857893200613e-10,4.72715096418856e-10,"54141/26934/67052/18005/66977/51944/13605/73804/108911/12190/268697/229841/12237/72124",14
"95","a","a","GO:0060562","epithelial tube morphogenesis","50/1064","375/23239",1.19704089370936e-11,6.40857893200613e-10,4.72715096418856e-10,"18141/16869/21410/108156/14634/13800/240641/14048/11352/18128/99377/20460/58198/20474/29876/14234/330409/636931/14165/12159/13838/18510/81896/12160/14260/269593/13642/18654/17260/104156/19378/12977/12808/11600/18186/269152/93840/14725/20319/18741/216285/24063/15402/23967/57265/14734/15364/20315/20666/15229",50
"96","a","a","GO:0051225","spindle assembly","24/1064","99/23239",1.26447902907766e-11,6.69910452280102e-10,4.9414509425798e-10,"22154/54141/107995/16551/17865/67141/20877/26934/212307/13006/18005/72119/20878/18817/71819/12316/16571/71909/16211/74237/16569/13589/66165/24061",24
"97","a","a","GO:0051302","regulation of cell division","30/1064","154/23239",1.47016940409967e-11,7.70853772087723e-10,5.68603771699535e-10,"19348/23834/52679/20877/26934/50850/16319/240641/227937/20878/19650/13605/12704/12144/18817/71819/12316/233406/12190/381293/18226/108961/70218/239336/16569/56452/18654/17242/20319/54635",30
"98","a","a","GO:0061640","cytoskeleton-dependent cytokinesis","23/1064","92/23239",1.7066763737661e-11,8.8573020785453e-10,6.53339913652243e-10,"19348/11799/20877/26934/50850/16319/240641/74107/108907/13605/12615/12704/18817/71819/16571/68743/80986/12190/18226/77579/24050/16765/235072",23
"99","a","a","GO:0000082","G1/S transition of mitotic cell cycle","31/1064","165/23239",1.80173114618360e-11,9.18540514043484e-10,6.77541733147955e-10,"12544/13205/27214/104394/52679/14199/19650/404710/12448/19891/12530/381293/27401/12443/636931/12447/18973/14165/105837/57913/67628/50927/14056/19684/319651/11792/15170/15902/11504/12013/52468",31
"100","a","a","GO:0007080","mitotic metaphase plate congression","16/1064","42/23239",1.80601752662895e-11,9.18540514043484e-10,6.77541733147955e-10,"67052/52563/67849/66977/228421/73804/52276/110033/268697/381293/18226/229841/56742/70385/72124/16211",16
"101","a","a","GO:0032465","regulation of cytokinesis","21/1064","77/23239",2.14007138616256e-11,1.07766367029929e-09,7.94915520613172e-10,"19348/23834/52679/20877/26934/50850/16319/240641/227937/20878/13605/12704/18817/71819/233406/12190/381293/18226/108961/239336/16569",21
"102","a","a","GO:0031570","DNA integrity checkpoint","25/1064","111/23239",2.69714844615298e-11,1.33734300110216e-09,9.86462416111945e-10,"12189/23834/12534/21973/19891/17193/12144/18817/14155/327762/76843/268465/269582/77011/72440/26416/12443/17688/53817/71702/17685/57913/12649/21974/235559",25
"103","a","a","GO:0044786","cell cycle DNA replication","16/1064","43/23239",2.75447661539829e-11,1.33734300110216e-09,9.86462416111945e-10,"12544/18968/237877/67141/52679/13006/19361/18538/12545/327762/12190/108961/16881/17688/24061/14182",16
"104","a","a","GO:0050657","nucleic acid transport","29/1064","148/23239",2.76093226731668e-11,1.33734300110216e-09,9.86462416111945e-10,"68278/445007/21681/72787/54563/110379/223921/234865/18226/15382/103468/432508/24015/72124/53379/140486/53817/103573/225027/23881/19384/140488/66165/71805/59015/107939/18148/109095/276770",29
"105","a","a","GO:0050658","RNA transport","29/1064","148/23239",2.76093226731668e-11,1.33734300110216e-09,9.86462416111945e-10,"68278/445007/21681/72787/54563/110379/223921/234865/18226/15382/103468/432508/24015/72124/53379/140486/53817/103573/225027/23881/19384/140488/66165/71805/59015/107939/18148/109095/276770",29
"106","a","a","GO:0044843","cell cycle G1/S phase transition","32/1064","179/23239",3.35187731330304e-11,1.6082686807037e-09,1.18630493988203e-09,"12544/13205/27214/104394/52679/14199/19650/12428/404710/12448/19891/12530/381293/27401/12443/636931/12447/18973/14165/105837/57913/67628/50927/14056/19684/319651/11792/15170/15902/11504/12013/52468",32
"107","a","a","GO:0051236","establishment of RNA localization","29/1064","151/23239",4.61005783439478e-11,2.19128543418055e-09,1.6163547586604e-09,"68278/445007/21681/72787/54563/110379/223921/234865/18226/15382/103468/432508/24015/72124/53379/140486/53817/103573/225027/23881/19384/140488/66165/71805/59015/107939/18148/109095/276770",29
"108","a","a","GO:0051028","mRNA transport","24/1064","105/23239",4.82080202829664e-11,2.27024065888117e-09,1.67459438877673e-09,"68278/445007/21681/72787/54563/110379/223921/234865/18226/15382/103468/72124/53379/140486/53817/103573/225027/23881/140488/71805/59015/107939/109095/276770",24
"109","a","a","GO:0040001","establishment of mitotic spindle localization","13/1064","28/23239",7.12862202378949e-11,3.32625427642141e-09,2.45354021176106e-09,"67203/67052/14048/72080/108907/12615/214444/70385/16211/18472/14165/66165/24063",13
"110","a","a","GO:0032886","regulation of microtubule-based process","36/1064","228/23239",8.12675564411801e-11,3.75751629145311e-09,2.77165139862551e-09,"54141/16551/66140/74335/219114/212307/13006/20873/18005/228421/72119/20460/15505/18817/66468/21335/80986/214444/18226/22153/56742/12449/19385/103573/18472/13589/16765/14228/12649/24061/18148/76686/260315/208177/13640/20393",36
"111","a","a","GO:0015931","nucleobase-containing compound transport","31/1064","180/23239",1.80478736695586e-10,8.26950319670047e-09,6.09982188319649e-09,"68278/445007/21681/72787/54563/110379/67843/223921/234865/18226/15382/243328/103468/432508/24015/72124/53379/140486/53817/103573/225027/23881/19384/140488/66165/71805/59015/107939/18148/109095/276770",31
"112","a","a","GO:0060485","mesenchyme development","39/1064","269/23239",1.8468348939135e-10,8.38660917003933e-09,6.18620259577792e-09,"23790/18128/16449/243574/56198/20474/241324/234865/14234/14165/12159/14056/12160/17285/17260/19378/14464/20358/14538/13618/18186/14268/93840/20378/16401/20319/18741/384009/14182/208177/216285/15402/16392/23967/17300/20666/67888/15229/68371",39
"113","a","a","GO:0009314","response to radiation","49/1064","393/23239",2.10058775607698e-10,9.45450382956418e-09,6.97391221486573e-09,"12189/109689/20877/52033/14048/22596/11352/227525/19361/18538/13605/59001/230484/57434/58186/17193/19362/12144/74041/12530/211651/60530/226409/76843/12190/77011/72440/26416/12443/57741/17688/17685/13194/12912/98415/80750/85305/12649/15312/18148/15902/14725/17536/20319/108012/235559/319955/623474/20393",49
"114","a","a","GO:0003002","regionalization","47/1064","368/23239",2.18499140316722e-10,9.74812831272676e-09,7.19049802482732e-09,"15401/16869/21410/15417/14634/18128/228357/20878/57434/17427/269941/241324/14234/14165/12159/18510/81896/15405/15258/17285/15426/17260/19378/14464/12808/15424/18552/18186/93840/14725/20319/18741/14182/76365/216285/24063/15404/15402/16392/23967/17300/14734/13865/16658/15229/15400/15430",47
"115","a","a","GO:0001656","metanephros development","21/1064","87/23239",2.62261103756463e-10,1.15987823800467e-08,8.55559335275088e-09,"16869/21410/14634/14048/58198/20474/231470/18993/14234/14165/12159/18510/14260/15902/243931/107587/269152/24063/23967/14734/15229",21
"116","a","a","GO:0003205","cardiac chamber development","32/1064","194/23239",2.89756088412607e-10,1.27043057385045e-08,9.37105897552207e-09,"18128/16449/99377/58198/56198/14234/109620/77579/12159/18510/12160/20586/320790/269593/268977/17260/218772/15902/11504/18552/18186/93840/14725/20319/18741/22003/16392/57265/17300/15531/20564/20666",32
"117","a","a","GO:0035107","appendage morphogenesis","30/1064","173/23239",2.97731273790557e-10,1.28327225296506e-08,9.46578287055794e-09,"14634/12824/18128/228357/12125/99377/58198/231470/12904/14165/12159/81896/20586/15405/320790/14260/19378/218772/107587/18552/14013/20319/18741/14182/216285/23967/14734/20666/242022/15430",30
